dni,nombre,cuenta,moneda,monto,bic,concepto,cargos
10002336,BENEFICIARIO 02336,001000002336,PEN,1715.78,BCPLPEPLXXX,PAGO PROVEEDOR 02336,BEN
10002337,BENEFICIARIO 02337,001000002337,PEN,1716.51,BINPPEPLXXX,PAGO PROVEEDOR 02337,SHA
10002338,BENEFICIARIO 02338,001000002338,PEN,1717.24,SCBLPEPLXXX,PAGO PROVEEDOR 02338,OUR
10002339,BENEFICIARIO 02339,001000002339,PEN,1717.97,CITIPEPLXXX,PAGO PROVEEDOR 02339,BEN
10002340,BENEFICIARIO 02340,001000002340,USD,1718.70,BCPLPEPLXXX,PAGO PROVEEDOR 02340,SHA
10002341,BENEFICIARIO 02341,001000002341,PEN,1719.43,BINPPEPLXXX,PAGO PROVEEDOR 02341,OUR
10002342,BENEFICIARIO 02342,001000002342,PEN,1720.16,SCBLPEPLXXX,PAGO PROVEEDOR 02342,BEN
10002343,BENEFICIARIO 02343,001000002343,PEN,1720.89,CITIPEPLXXX,PAGO PROVEEDOR 02343,SHA
10002344,BENEFICIARIO 02344,001000002344,PEN,1721.62,BCPLPEPLXXX,PAGO PROVEEDOR 02344,OUR
10002345,BENEFICIARIO 02345,001000002345,USD,1722.35,BINPPEPLXXX,PAGO PROVEEDOR 02345,BEN
10002346,BENEFICIARIO 02346,001000002346,PEN,1723.08,SCBLPEPLXXX,PAGO PROVEEDOR 02346,SHA
10002347,BENEFICIARIO 02347,001000002347,PEN,1723.81,CITIPEPLXXX,PAGO PROVEEDOR 02347,OUR
10002348,BENEFICIARIO 02348,001000002348,PEN,1724.54,BCPLPEPLXXX,PAGO PROVEEDOR 02348,BEN
10002349,BENEFICIARIO 02349,001000002349,PEN,1725.27,BINPPEPLXXX,PAGO PROVEEDOR 02349,SHA
10002350,BENEFICIARIO 02350,001000002350,USD,1726.00,SCBLPEPLXXX,PAGO PROVEEDOR 02350,OUR
10002351,BENEFICIARIO 02351,001000002351,PEN,1726.73,CITIPEPLXXX,PAGO PROVEEDOR 02351,BEN
10002352,BENEFICIARIO 02352,001000002352,PEN,1727.46,BCPLPEPLXXX,PAGO PROVEEDOR 02352,SHA
10002353,BENEFICIARIO 02353,001000002353,PEN,1728.19,BINPPEPLXXX,PAGO PROVEEDOR 02353,OUR
10002354,BENEFICIARIO 02354,001000002354,PEN,1728.92,SCBLPEPLXXX,PAGO PROVEEDOR 02354,BEN
10002355,BENEFICIARIO 02355,001000002355,USD,1729.65,CITIPEPLXXX,PAGO PROVEEDOR 02355,SHA
10002356,BENEFICIARIO 02356,001000002356,PEN,1730.38,BCPLPEPLXXX,PAGO PROVEEDOR 02356,OUR
10002357,BENEFICIARIO 02357,001000002357,PEN,1731.11,BINPPEPLXXX,PAGO PROVEEDOR 02357,BEN
10002358,BENEFICIARIO 02358,001000002358,PEN,1731.84,SCBLPEPLXXX,PAGO PROVEEDOR 02358,SHA
10002359,BENEFICIARIO 02359,001000002359,PEN,1732.57,CITIPEPLXXX,PAGO PROVEEDOR 02359,OUR
10002360,BENEFICIARIO 02360,001000002360,USD,1733.30,BCPLPEPLXXX,PAGO PROVEEDOR 02360,BEN
10002361,BENEFICIARIO 02361,001000002361,PEN,1734.03,BINPPEPLXXX,PAGO PROVEEDOR 02361,SHA
10002362,BENEFICIARIO 02362,001000002362,PEN,1734.76,SCBLPEPLXXX,PAGO PROVEEDOR 02362,OUR
10002363,BENEFICIARIO 02363,001000002363,PEN,1735.49,CITIPEPLXXX,PAGO PROVEEDOR 02363,BEN
10002364,BENEFICIARIO 02364,001000002364,PEN,1736.22,BCPLPEPLXXX,PAGO PROVEEDOR 02364,SHA
10002365,BENEFICIARIO 02365,001000002365,USD,1736.95,BINPPEPLXXX,PAGO PROVEEDOR 02365,OUR
10002366,BENEFICIARIO 02366,001000002366,PEN,1737.68,SCBLPEPLXXX,PAGO PROVEEDOR 02366,BEN
10002367,BENEFICIARIO 02367,001000002367,PEN,1738.41,CITIPEPLXXX,PAGO PROVEEDOR 02367,SHA
10002368,BENEFICIARIO 02368,001000002368,PEN,1739.14,BCPLPEPLXXX,PAGO PROVEEDOR 02368,OUR
10002369,BENEFICIARIO 02369,001000002369,PEN,1739.87,BINPPEPLXXX,PAGO PROVEEDOR 02369,BEN
10002370,BENEFICIARIO 02370,001000002370,USD,1740.60,SCBLPEPLXXX,PAGO PROVEEDOR 02370,SHA
10002371,BENEFICIARIO 02371,001000002371,PEN,1741.33,CITIPEPLXXX,PAGO PROVEEDOR 02371,OUR
10002372,BENEFICIARIO 02372,001000002372,PEN,1742.06,BCPLPEPLXXX,PAGO PROVEEDOR 02372,BEN
10002373,BENEFICIARIO 02373,001000002373,PEN,1742.79,BINPPEPLXXX,PAGO PROVEEDOR 02373,SHA
10002374,BENEFICIARIO 02374,001000002374,PEN,1743.52,SCBLPEPLXXX,PAGO PROVEEDOR 02374,OUR
10002375,BENEFICIARIO 02375,001000002375,USD,1744.25,CITIPEPLXXX,PAGO PROVEEDOR 02375,BEN
10002376,BENEFICIARIO 02376,001000002376,PEN,1744.98,BCPLPEPLXXX,PAGO PROVEEDOR 02376,SHA
10002377,BENEFICIARIO 02377,001000002377,PEN,1745.71,BINPPEPLXXX,PAGO PROVEEDOR 02377,OUR
10002378,BENEFICIARIO 02378,001000002378,PEN,1746.44,SCBLPEPLXXX,PAGO PROVEEDOR 02378,BEN
10002379,BENEFICIARIO 02379,001000002379,PEN,1747.17,CITIPEPLXXX,PAGO PROVEEDOR 02379,SHA
10002380,BENEFICIARIO 02380,001000002380,USD,1747.90,BCPLPEPLXXX,PAGO PROVEEDOR 02380,OUR
10002381,BENEFICIARIO 02381,001000002381,PEN,1748.63,BINPPEPLXXX,PAGO PROVEEDOR 02381,BEN
10002382,BENEFICIARIO 02382,001000002382,PEN,1749.36,SCBLPEPLXXX,PAGO PROVEEDOR 02382,SHA
10002383,BENEFICIARIO 02383,001000002383,PEN,1750.09,CITIPEPLXXX,PAGO PROVEEDOR 02383,OUR
10002384,BENEFICIARIO 02384,001000002384,PEN,1750.82,BCPLPEPLXXX,PAGO PROVEEDOR 02384,BEN
10002385,BENEFICIARIO 02385,001000002385,USD,1751.55,BINPPEPLXXX,PAGO PROVEEDOR 02385,SHA
10002386,BENEFICIARIO 02386,001000002386,PEN,1752.28,SCBLPEPLXXX,PAGO PROVEEDOR 02386,OUR
10002387,BENEFICIARIO 02387,001000002387,PEN,1753.01,CITIPEPLXXX,PAGO PROVEEDOR 02387,BEN
10002388,BENEFICIARIO 02388,001000002388,PEN,1753.74,BCPLPEPLXXX,PAGO PROVEEDOR 02388,SHA
10002389,BENEFICIARIO 02389,001000002389,PEN,1754.47,BINPPEPLXXX,PAGO PROVEEDOR 02389,OUR
10002390,BENEFICIARIO 02390,001000002390,USD,1755.20,SCBLPEPLXXX,PAGO PROVEEDOR 02390,BEN
10002391,BENEFICIARIO 02391,001000002391,PEN,1755.93,CITIPEPLXXX,PAGO PROVEEDOR 02391,SHA
10002392,BENEFICIARIO 02392,001000002392,PEN,1756.66,BCPLPEPLXXX,PAGO PROVEEDOR 02392,OUR
10002393,BENEFICIARIO 02393,001000002393,PEN,1757.39,BINPPEPLXXX,PAGO PROVEEDOR 02393,BEN
10002394,BENEFICIARIO 02394,001000002394,PEN,1758.12,SCBLPEPLXXX,PAGO PROVEEDOR 02394,SHA
10002395,BENEFICIARIO 02395,001000002395,USD,1758.85,CITIPEPLXXX,PAGO PROVEEDOR 02395,OUR
10002396,BENEFICIARIO 02396,001000002396,PEN,1759.58,BCPLPEPLXXX,PAGO PROVEEDOR 02396,BEN
10002397,BENEFICIARIO 02397,001000002397,PEN,1760.31,BINPPEPLXXX,PAGO PROVEEDOR 02397,SHA
10002398,BENEFICIARIO 02398,001000002398,PEN,1761.04,SCBLPEPLXXX,PAGO PROVEEDOR 02398,OUR
10002399,BENEFICIARIO 02399,001000002399,PEN,1761.77,CITIPEPLXXX,PAGO PROVEEDOR 02399,BEN
10002400,BENEFICIARIO 02400,001000002400,USD,1762.50,BCPLPEPLXXX,PAGO PROVEEDOR 02400,SHA
10002401,BENEFICIARIO 02401,001000002401,PEN,1763.23,BINPPEPLXXX,PAGO PROVEEDOR 02401,OUR
10002402,BENEFICIARIO 02402,001000002402,PEN,1763.96,SCBLPEPLXXX,PAGO PROVEEDOR 02402,BEN
10002403,BENEFICIARIO 02403,001000002403,PEN,1764.69,CITIPEPLXXX,PAGO PROVEEDOR 02403,SHA
10002404,BENEFICIARIO 02404,001000002404,PEN,1765.42,BCPLPEPLXXX,PAGO PROVEEDOR 02404,OUR
10002405,BENEFICIARIO 02405,001000002405,USD,1766.15,BINPPEPLXXX,PAGO PROVEEDOR 02405,BEN
10002406,BENEFICIARIO 02406,001000002406,PEN,1766.88,SCBLPEPLXXX,PAGO PROVEEDOR 02406,SHA
10002407,BENEFICIARIO 02407,001000002407,PEN,1767.61,CITIPEPLXXX,PAGO PROVEEDOR 02407,OUR
10002408,BENEFICIARIO 02408,001000002408,PEN,1768.34,BCPLPEPLXXX,PAGO PROVEEDOR 02408,BEN
10002409,BENEFICIARIO 02409,001000002409,PEN,1769.07,BINPPEPLXXX,PAGO PROVEEDOR 02409,SHA
10002410,BENEFICIARIO 02410,001000002410,USD,1769.80,SCBLPEPLXXX,PAGO PROVEEDOR 02410,OUR
10002411,BENEFICIARIO 02411,001000002411,PEN,1770.53,CITIPEPLXXX,PAGO PROVEEDOR 02411,BEN
10002412,BENEFICIARIO 02412,001000002412,PEN,1771.26,BCPLPEPLXXX,PAGO PROVEEDOR 02412,SHA
10002413,BENEFICIARIO 02413,001000002413,PEN,1771.99,BINPPEPLXXX,PAGO PROVEEDOR 02413,OUR
10002414,BENEFICIARIO 02414,001000002414,PEN,1772.72,SCBLPEPLXXX,PAGO PROVEEDOR 02414,BEN
10002415,BENEFICIARIO 02415,001000002415,USD,1773.45,CITIPEPLXXX,PAGO PROVEEDOR 02415,SHA
10002416,BENEFICIARIO 02416,001000002416,PEN,1774.18,BCPLPEPLXXX,PAGO PROVEEDOR 02416,OUR
10002417,BENEFICIARIO 02417,001000002417,PEN,1774.91,BINPPEPLXXX,PAGO PROVEEDOR 02417,BEN
10002418,BENEFICIARIO 02418,001000002418,PEN,1775.64,SCBLPEPLXXX,PAGO PROVEEDOR 02418,SHA
10002419,BENEFICIARIO 02419,001000002419,PEN,1776.37,CITIPEPLXXX,PAGO PROVEEDOR 02419,OUR
10002420,BENEFICIARIO 02420,001000002420,USD,1777.10,BCPLPEPLXXX,PAGO PROVEEDOR 02420,BEN
10002421,BENEFICIARIO 02421,001000002421,PEN,1777.83,BINPPEPLXXX,PAGO PROVEEDOR 02421,SHA
10002422,BENEFICIARIO 02422,001000002422,PEN,1778.56,SCBLPEPLXXX,PAGO PROVEEDOR 02422,OUR
10002423,BENEFICIARIO 02423,001000002423,PEN,1779.29,CITIPEPLXXX,PAGO PROVEEDOR 02423,BEN
10002424,BENEFICIARIO 02424,001000002424,PEN,1780.02,BCPLPEPLXXX,PAGO PROVEEDOR 02424,SHA
10002425,BENEFICIARIO 02425,001000002425,USD,1780.75,BINPPEPLXXX,PAGO PROVEEDOR 02425,OUR
10002426,BENEFICIARIO 02426,001000002426,PEN,1781.48,SCBLPEPLXXX,PAGO PROVEEDOR 02426,BEN
10002427,BENEFICIARIO 02427,001000002427,PEN,1782.21,CITIPEPLXXX,PAGO PROVEEDOR 02427,SHA
10002428,BENEFICIARIO 02428,001000002428,PEN,1782.94,BCPLPEPLXXX,PAGO PROVEEDOR 02428,OUR
10002429,BENEFICIARIO 02429,001000002429,PEN,1783.67,BINPPEPLXXX,PAGO PROVEEDOR 02429,BEN
10002430,BENEFICIARIO 02430,001000002430,USD,1784.40,SCBLPEPLXXX,PAGO PROVEEDOR 02430,SHA
10002431,BENEFICIARIO 02431,001000002431,PEN,1785.13,CITIPEPLXXX,PAGO PROVEEDOR 02431,OUR
10002432,BENEFICIARIO 02432,001000002432,PEN,1785.86,BCPLPEPLXXX,PAGO PROVEEDOR 02432,BEN
10002433,BENEFICIARIO 02433,001000002433,PEN,1786.59,BINPPEPLXXX,PAGO PROVEEDOR 02433,SHA
10002434,BENEFICIARIO 02434,001000002434,PEN,1787.32,SCBLPEPLXXX,PAGO PROVEEDOR 02434,OUR
10002435,BENEFICIARIO 02435,001000002435,USD,1788.05,CITIPEPLXXX,PAGO PROVEEDOR 02435,BEN
10002436,BENEFICIARIO 02436,001000002436,PEN,1788.78,BCPLPEPLXXX,PAGO PROVEEDOR 02436,SHA
10002437,BENEFICIARIO 02437,001000002437,PEN,1789.51,BINPPEPLXXX,PAGO PROVEEDOR 02437,OUR
10002438,BENEFICIARIO 02438,001000002438,PEN,1790.24,SCBLPEPLXXX,PAGO PROVEEDOR 02438,BEN
10002439,BENEFICIARIO 02439,001000002439,PEN,1790.97,CITIPEPLXXX,PAGO PROVEEDOR 02439,SHA
10002440,BENEFICIARIO 02440,001000002440,USD,1791.70,BCPLPEPLXXX,PAGO PROVEEDOR 02440,OUR
10002441,BENEFICIARIO 02441,001000002441,PEN,1792.43,BINPPEPLXXX,PAGO PROVEEDOR 02441,BEN
10002442,BENEFICIARIO 02442,001000002442,PEN,1793.16,SCBLPEPLXXX,PAGO PROVEEDOR 02442,SHA
10002443,BENEFICIARIO 02443,001000002443,PEN,1793.89,CITIPEPLXXX,PAGO PROVEEDOR 02443,OUR
10002444,BENEFICIARIO 02444,001000002444,PEN,1794.62,BCPLPEPLXXX,PAGO PROVEEDOR 02444,BEN
10002445,BENEFICIARIO 02445,001000002445,USD,1795.35,BINPPEPLXXX,PAGO PROVEEDOR 02445,SHA
10002446,BENEFICIARIO 02446,001000002446,PEN,1796.08,SCBLPEPLXXX,PAGO PROVEEDOR 02446,OUR
10002447,BENEFICIARIO 02447,001000002447,PEN,1796.81,CITIPEPLXXX,PAGO PROVEEDOR 02447,BEN
10002448,BENEFICIARIO 02448,001000002448,PEN,1797.54,BCPLPEPLXXX,PAGO PROVEEDOR 02448,SHA
10002449,BENEFICIARIO 02449,001000002449,PEN,1798.27,BINPPEPLXXX,PAGO PROVEEDOR 02449,OUR
10002450,BENEFICIARIO 02450,001000002450,USD,1799.00,SCBLPEPLXXX,PAGO PROVEEDOR 02450,BEN
10002451,BENEFICIARIO 02451,001000002451,PEN,1799.73,CITIPEPLXXX,PAGO PROVEEDOR 02451,SHA
10002452,BENEFICIARIO 02452,001000002452,PEN,1800.46,BCPLPEPLXXX,PAGO PROVEEDOR 02452,OUR
10002453,BENEFICIARIO 02453,001000002453,PEN,1801.19,BINPPEPLXXX,PAGO PROVEEDOR 02453,BEN
10002454,BENEFICIARIO 02454,001000002454,PEN,1801.92,SCBLPEPLXXX,PAGO PROVEEDOR 02454,SHA
10002455,BENEFICIARIO 02455,001000002455,USD,1802.65,CITIPEPLXXX,PAGO PROVEEDOR 02455,OUR
10002456,BENEFICIARIO 02456,001000002456,PEN,1803.38,BCPLPEPLXXX,PAGO PROVEEDOR 02456,BEN
10002457,BENEFICIARIO 02457,001000002457,PEN,1804.11,BINPPEPLXXX,PAGO PROVEEDOR 02457,SHA
10002458,BENEFICIARIO 02458,001000002458,PEN,1804.84,SCBLPEPLXXX,PAGO PROVEEDOR 02458,OUR
10002459,BENEFICIARIO 02459,001000002459,PEN,1805.57,CITIPEPLXXX,PAGO PROVEEDOR 02459,BEN
10002460,BENEFICIARIO 02460,001000002460,USD,1806.30,BCPLPEPLXXX,PAGO PROVEEDOR 02460,SHA
10002461,BENEFICIARIO 02461,001000002461,PEN,1807.03,BINPPEPLXXX,PAGO PROVEEDOR 02461,OUR
10002462,BENEFICIARIO 02462,001000002462,PEN,1807.76,SCBLPEPLXXX,PAGO PROVEEDOR 02462,BEN
10002463,BENEFICIARIO 02463,001000002463,PEN,1808.49,CITIPEPLXXX,PAGO PROVEEDOR 02463,SHA
10002464,BENEFICIARIO 02464,001000002464,PEN,1809.22,BCPLPEPLXXX,PAGO PROVEEDOR 02464,OUR
10002465,BENEFICIARIO 02465,001000002465,USD,1809.95,BINPPEPLXXX,PAGO PROVEEDOR 02465,BEN
10002466,BENEFICIARIO 02466,001000002466,PEN,1810.68,SCBLPEPLXXX,PAGO PROVEEDOR 02466,SHA
10002467,BENEFICIARIO 02467,001000002467,PEN,1811.41,CITIPEPLXXX,PAGO PROVEEDOR 02467,OUR
10002468,BENEFICIARIO 02468,001000002468,PEN,1812.14,BCPLPEPLXXX,PAGO PROVEEDOR 02468,BEN
10002469,BENEFICIARIO 02469,001000002469,PEN,1812.87,BINPPEPLXXX,PAGO PROVEEDOR 02469,SHA
10002470,BENEFICIARIO 02470,001000002470,USD,1813.60,SCBLPEPLXXX,PAGO PROVEEDOR 02470,OUR
10002471,BENEFICIARIO 02471,001000002471,PEN,1814.33,CITIPEPLXXX,PAGO PROVEEDOR 02471,BEN
10002472,BENEFICIARIO 02472,001000002472,PEN,1815.06,BCPLPEPLXXX,PAGO PROVEEDOR 02472,SHA
10002473,BENEFICIARIO 02473,001000002473,PEN,1815.79,BINPPEPLXXX,PAGO PROVEEDOR 02473,OUR
10002474,BENEFICIARIO 02474,001000002474,PEN,1816.52,SCBLPEPLXXX,PAGO PROVEEDOR 02474,BEN
10002475,BENEFICIARIO 02475,001000002475,USD,1817.25,CITIPEPLXXX,PAGO PROVEEDOR 02475,SHA
10002476,BENEFICIARIO 02476,001000002476,PEN,1817.98,BCPLPEPLXXX,PAGO PROVEEDOR 02476,OUR
10002477,BENEFICIARIO 02477,001000002477,PEN,1818.71,BINPPEPLXXX,PAGO PROVEEDOR 02477,BEN
10002478,BENEFICIARIO 02478,001000002478,PEN,1819.44,SCBLPEPLXXX,PAGO PROVEEDOR 02478,SHA
10002479,BENEFICIARIO 02479,001000002479,PEN,1820.17,CITIPEPLXXX,PAGO PROVEEDOR 02479,OUR
10002480,BENEFICIARIO 02480,001000002480,USD,1820.90,BCPLPEPLXXX,PAGO PROVEEDOR 02480,BEN
10002481,BENEFICIARIO 02481,001000002481,PEN,1821.63,BINPPEPLXXX,PAGO PROVEEDOR 02481,SHA
10002482,BENEFICIARIO 02482,001000002482,PEN,1822.36,SCBLPEPLXXX,PAGO PROVEEDOR 02482,OUR
10002483,BENEFICIARIO 02483,001000002483,PEN,1823.09,CITIPEPLXXX,PAGO PROVEEDOR 02483,BEN
10002484,BENEFICIARIO 02484,001000002484,PEN,1823.82,BCPLPEPLXXX,PAGO PROVEEDOR 02484,SHA
10002485,BENEFICIARIO 02485,001000002485,USD,1824.55,BINPPEPLXXX,PAGO PROVEEDOR 02485,OUR
10002486,BENEFICIARIO 02486,001000002486,PEN,1825.28,SCBLPEPLXXX,PAGO PROVEEDOR 02486,BEN
10002487,BENEFICIARIO 02487,001000002487,PEN,1826.01,CITIPEPLXXX,PAGO PROVEEDOR 02487,SHA
10002488,BENEFICIARIO 02488,001000002488,PEN,1826.74,BCPLPEPLXXX,PAGO PROVEEDOR 02488,OUR
10002489,BENEFICIARIO 02489,001000002489,PEN,1827.47,BINPPEPLXXX,PAGO PROVEEDOR 02489,BEN
10002490,BENEFICIARIO 02490,001000002490,USD,1828.20,SCBLPEPLXXX,PAGO PROVEEDOR 02490,SHA
10002491,BENEFICIARIO 02491,001000002491,PEN,1828.93,CITIPEPLXXX,PAGO PROVEEDOR 02491,OUR
10002492,BENEFICIARIO 02492,001000002492,PEN,1829.66,BCPLPEPLXXX,PAGO PROVEEDOR 02492,BEN
10002493,BENEFICIARIO 02493,001000002493,PEN,1830.39,BINPPEPLXXX,PAGO PROVEEDOR 02493,SHA
10002494,BENEFICIARIO 02494,001000002494,PEN,1831.12,SCBLPEPLXXX,PAGO PROVEEDOR 02494,OUR
10002495,BENEFICIARIO 02495,001000002495,USD,1831.85,CITIPEPLXXX,PAGO PROVEEDOR 02495,BEN
10002496,BENEFICIARIO 02496,001000002496,PEN,1832.58,BCPLPEPLXXX,PAGO PROVEEDOR 02496,SHA
10002497,BENEFICIARIO 02497,001000002497,PEN,1833.31,BINPPEPLXXX,PAGO PROVEEDOR 02497,OUR
10002498,BENEFICIARIO 02498,001000002498,PEN,1834.04,SCBLPEPLXXX,PAGO PROVEEDOR 02498,BEN
10002499,BENEFICIARIO 02499,001000002499,PEN,1834.77,CITIPEPLXXX,PAGO PROVEEDOR 02499,SHA
10002500,BENEFICIARIO 02500,001000002500,USD,1835.50,BCPLPEPLXXX,PAGO PROVEEDOR 02500,OUR
10002501,BENEFICIARIO 02501,001000002501,PEN,1836.23,BINPPEPLXXX,PAGO PROVEEDOR 02501,BEN
10002502,BENEFICIARIO 02502,001000002502,PEN,1836.96,SCBLPEPLXXX,PAGO PROVEEDOR 02502,SHA
10002503,BENEFICIARIO 02503,001000002503,PEN,1837.69,CITIPEPLXXX,PAGO PROVEEDOR 02503,OUR
10002504,BENEFICIARIO 02504,001000002504,PEN,1838.42,BCPLPEPLXXX,PAGO PROVEEDOR 02504,BEN
10002505,BENEFICIARIO 02505,001000002505,USD,1839.15,BINPPEPLXXX,PAGO PROVEEDOR 02505,SHA
10002506,BENEFICIARIO 02506,001000002506,PEN,1839.88,SCBLPEPLXXX,PAGO PROVEEDOR 02506,OUR
10002507,BENEFICIARIO 02507,001000002507,PEN,1840.61,CITIPEPLXXX,PAGO PROVEEDOR 02507,BEN
10002508,BENEFICIARIO 02508,001000002508,PEN,1841.34,BCPLPEPLXXX,PAGO PROVEEDOR 02508,SHA
10002509,BENEFICIARIO 02509,001000002509,PEN,1842.07,BINPPEPLXXX,PAGO PROVEEDOR 02509,OUR
10002510,BENEFICIARIO 02510,001000002510,USD,1842.80,SCBLPEPLXXX,PAGO PROVEEDOR 02510,BEN
10002511,BENEFICIARIO 02511,001000002511,PEN,1843.53,CITIPEPLXXX,PAGO PROVEEDOR 02511,SHA
10002512,BENEFICIARIO 02512,001000002512,PEN,1844.26,BCPLPEPLXXX,PAGO PROVEEDOR 02512,OUR
10002513,BENEFICIARIO 02513,001000002513,PEN,1844.99,BINPPEPLXXX,PAGO PROVEEDOR 02513,BEN
10002514,BENEFICIARIO 02514,001000002514,PEN,1845.72,SCBLPEPLXXX,PAGO PROVEEDOR 02514,SHA
10002515,BENEFICIARIO 02515,001000002515,USD,1846.45,CITIPEPLXXX,PAGO PROVEEDOR 02515,OUR
10002516,BENEFICIARIO 02516,001000002516,PEN,1847.18,BCPLPEPLXXX,PAGO PROVEEDOR 02516,BEN
10002517,BENEFICIARIO 02517,001000002517,PEN,1847.91,BINPPEPLXXX,PAGO PROVEEDOR 02517,SHA
10002518,BENEFICIARIO 02518,001000002518,PEN,1848.64,SCBLPEPLXXX,PAGO PROVEEDOR 02518,OUR
10002519,BENEFICIARIO 02519,001000002519,PEN,1849.37,CITIPEPLXXX,PAGO PROVEEDOR 02519,BEN
10002520,BENEFICIARIO 02520,001000002520,USD,1850.10,BCPLPEPLXXX,PAGO PROVEEDOR 02520,SHA
10002521,BENEFICIARIO 02521,001000002521,PEN,1850.83,BINPPEPLXXX,PAGO PROVEEDOR 02521,OUR
10002522,BENEFICIARIO 02522,001000002522,PEN,1851.56,SCBLPEPLXXX,PAGO PROVEEDOR 02522,BEN
10002523,BENEFICIARIO 02523,001000002523,PEN,1852.29,CITIPEPLXXX,PAGO PROVEEDOR 02523,SHA
10002524,BENEFICIARIO 02524,001000002524,PEN,1853.02,BCPLPEPLXXX,PAGO PROVEEDOR 02524,OUR
10002525,BENEFICIARIO 02525,001000002525,USD,1853.75,BINPPEPLXXX,PAGO PROVEEDOR 02525,BEN
10002526,BENEFICIARIO 02526,001000002526,PEN,1854.48,SCBLPEPLXXX,PAGO PROVEEDOR 02526,SHA
10002527,BENEFICIARIO 02527,001000002527,PEN,1855.21,CITIPEPLXXX,PAGO PROVEEDOR 02527,OUR
10002528,BENEFICIARIO 02528,001000002528,PEN,1855.94,BCPLPEPLXXX,PAGO PROVEEDOR 02528,BEN
10002529,BENEFICIARIO 02529,001000002529,PEN,1856.67,BINPPEPLXXX,PAGO PROVEEDOR 02529,SHA
10002530,BENEFICIARIO 02530,001000002530,USD,1857.40,SCBLPEPLXXX,PAGO PROVEEDOR 02530,OUR
10002531,BENEFICIARIO 02531,001000002531,PEN,1858.13,CITIPEPLXXX,PAGO PROVEEDOR 02531,BEN
10002532,BENEFICIARIO 02532,001000002532,PEN,1858.86,BCPLPEPLXXX,PAGO PROVEEDOR 02532,SHA
10002533,BENEFICIARIO 02533,001000002533,PEN,1859.59,BINPPEPLXXX,PAGO PROVEEDOR 02533,OUR
10002534,BENEFICIARIO 02534,001000002534,PEN,1860.32,SCBLPEPLXXX,PAGO PROVEEDOR 02534,BEN
10002535,BENEFICIARIO 02535,001000002535,USD,1861.05,CITIPEPLXXX,PAGO PROVEEDOR 02535,SHA
10002536,BENEFICIARIO 02536,001000002536,PEN,1861.78,BCPLPEPLXXX,PAGO PROVEEDOR 02536,OUR
10002537,BENEFICIARIO 02537,001000002537,PEN,1862.51,BINPPEPLXXX,PAGO PROVEEDOR 02537,BEN
10002538,BENEFICIARIO 02538,001000002538,PEN,1863.24,SCBLPEPLXXX,PAGO PROVEEDOR 02538,SHA
10002539,BENEFICIARIO 02539,001000002539,PEN,1863.97,CITIPEPLXXX,PAGO PROVEEDOR 02539,OUR
10002540,BENEFICIARIO 02540,001000002540,USD,1864.70,BCPLPEPLXXX,PAGO PROVEEDOR 02540,BEN
10002541,BENEFICIARIO 02541,001000002541,PEN,1865.43,BINPPEPLXXX,PAGO PROVEEDOR 02541,SHA
10002542,BENEFICIARIO 02542,001000002542,PEN,1866.16,SCBLPEPLXXX,PAGO PROVEEDOR 02542,OUR
10002543,BENEFICIARIO 02543,001000002543,PEN,1866.89,CITIPEPLXXX,PAGO PROVEEDOR 02543,BEN
10002544,BENEFICIARIO 02544,001000002544,PEN,1867.62,BCPLPEPLXXX,PAGO PROVEEDOR 02544,SHA
10002545,BENEFICIARIO 02545,001000002545,USD,1868.35,BINPPEPLXXX,PAGO PROVEEDOR 02545,OUR
10002546,BENEFICIARIO 02546,001000002546,PEN,1869.08,SCBLPEPLXXX,PAGO PROVEEDOR 02546,BEN
10002547,BENEFICIARIO 02547,001000002547,PEN,1869.81,CITIPEPLXXX,PAGO PROVEEDOR 02547,SHA
10002548,BENEFICIARIO 02548,001000002548,PEN,1870.54,BCPLPEPLXXX,PAGO PROVEEDOR 02548,OUR
10002549,BENEFICIARIO 02549,001000002549,PEN,1871.27,BINPPEPLXXX,PAGO PROVEEDOR 02549,BEN
10002550,BENEFICIARIO 02550,001000002550,USD,1872.00,SCBLPEPLXXX,PAGO PROVEEDOR 02550,SHA
10002551,BENEFICIARIO 02551,001000002551,PEN,1872.73,CITIPEPLXXX,PAGO PROVEEDOR 02551,OUR
10002552,BENEFICIARIO 02552,001000002552,PEN,1873.46,BCPLPEPLXXX,PAGO PROVEEDOR 02552,BEN
10002553,BENEFICIARIO 02553,001000002553,PEN,1874.19,BINPPEPLXXX,PAGO PROVEEDOR 02553,SHA
10002554,BENEFICIARIO 02554,001000002554,PEN,1874.92,SCBLPEPLXXX,PAGO PROVEEDOR 02554,OUR
10002555,BENEFICIARIO 02555,001000002555,USD,1875.65,CITIPEPLXXX,PAGO PROVEEDOR 02555,BEN
10002556,BENEFICIARIO 02556,001000002556,PEN,1876.38,BCPLPEPLXXX,PAGO PROVEEDOR 02556,SHA
10002557,BENEFICIARIO 02557,001000002557,PEN,1877.11,BINPPEPLXXX,PAGO PROVEEDOR 02557,OUR
10002558,BENEFICIARIO 02558,001000002558,PEN,1877.84,SCBLPEPLXXX,PAGO PROVEEDOR 02558,BEN
10002559,BENEFICIARIO 02559,001000002559,PEN,1878.57,CITIPEPLXXX,PAGO PROVEEDOR 02559,SHA
